Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
60	'targetImageID',019,'distractorImageID',062,'targetImageFile','.\stim\019','distractorImageFile','.\stim\062','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.353254e+00,'targetY',-3.746774e+00,'distractor01X',1.032460e+01,'distractor01Y',-1.251497e+01,'distractor02X',1.087386e+01,'distractor02Y',1.306060e+01,'distractor03X',5.272595e+00,'distractor03Y',4.006246e+00,'distractor04X',1.997682e+02,'distractor04Y',1.998515e+02,'distractor05X',2.007664e+02,'distractor05Y',1.995851e+02,'distractor06X',2.003784e+02,'distractor06Y',1.997878e+02,'distractor07X',2.004598e+02,'distractor07Y',1.999975e+02,'distractorPerTrial',003,'targetLocation',003	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\019, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)	pic(.\stim\062, 0, 0)
61	'targetImageID',007,'distractorImageID',074,'targetImageFile','.\stim\007','distractorImageFile','.\stim\074','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.020582e+01,'targetY',-1.298762e+01,'distractor01X',1.065797e+01,'distractor01Y',1.274486e+01,'distractor02X',5.161639e+00,'distractor02Y',4.425298e+00,'distractor03X',5.660627e+00,'distractor03Y',-5.597369e+00,'distractor04X',1.998809e+02,'distractor04Y',1.994235e+02,'distractor05X',2.003554e+02,'distractor05Y',2.009979e+02,'distractor06X',1.996731e+02,'distractor06Y',2.001814e+02,'distractor07X',2.006956e+02,'distractor07Y',1.996625e+02,'distractorPerTrial',003,'targetLocation',004	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\007, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)	pic(.\stim\074, 0, 0)
62	'targetImageID',029,'distractorImageID',052,'targetImageFile','.\stim\029','distractorImageFile','.\stim\052','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.057611e+01,'targetY',1.200336e+01,'distractor01X',5.862588e+00,'distractor01Y',4.318291e+00,'distractor02X',6.348979e+00,'distractor02Y',-4.187086e+00,'distractor03X',1.071708e+01,'distractor03Y',-1.275746e+01,'distractor04X',2.006392e+02,'distractor04Y',2.004907e+02,'distractor05X',2.009584e+02,'distractor05Y',1.997393e+02,'distractor06X',1.992097e+02,'distractor06Y',1.992215e+02,'distractor07X',1.999860e+02,'distractor07Y',2.006931e+02,'distractorPerTrial',003,'targetLocation',001	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\029, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)	pic(.\stim\052, 0, 0)
63	'targetImageID',059,'distractorImageID',022,'targetImageFile','.\stim\059','distractorImageFile','.\stim\022','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.644731e+00,'targetY',5.479119e+00,'distractor01X',5.623953e+00,'distractor01Y',-5.442019e+00,'distractor02X',1.136264e+01,'distractor02Y',-1.213840e+01,'distractor03X',1.194032e+01,'distractor03Y',1.127029e+01,'distractor04X',2.008499e+02,'distractor04Y',2.007134e+02,'distractor05X',2.002536e+02,'distractor05Y',2.009558e+02,'distractor06X',1.991980e+02,'distractor06Y',2.007387e+02,'distractor07X',1.996856e+02,'distractor07Y',1.990087e+02,'distractorPerTrial',003,'targetLocation',002	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\059, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)	pic(.\stim\022, 0, 0)
64	'targetImageID',013,'distractorImageID',068,'targetImageFile','.\stim\013','distractorImageFile','.\stim\068','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.193385e+00,'targetY',-4.144441e+00,'distractor01X',1.020248e+01,'distractor01Y',-1.207495e+01,'distractor02X',1.198340e+01,'distractor02Y',1.116146e+01,'distractor03X',5.458590e+00,'distractor03Y',5.157452e+00,'distractor04X',1.999647e+02,'distractor04Y',2.000019e+02,'distractor05X',1.990878e+02,'distractor05Y',1.993258e+02,'distractor06X',2.003393e+02,'distractor06Y',1.994074e+02,'distractor07X',2.008203e+02,'distractor07Y',2.006383e+02,'distractorPerTrial',003,'targetLocation',003	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\013, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)	pic(.\stim\068, 0, 0)
65	'targetImageID',014,'distractorImageID',067,'targetImageFile','.\stim\014','distractorImageFile','.\stim\067','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.083232e+01,'targetY',-1.255749e+01,'distractor01X',1.052389e+01,'distractor01Y',1.165061e+01,'distractor02X',6.007215e+00,'distractor02Y',5.212325e+00,'distractor03X',5.254938e+00,'distractor03Y',-5.232407e+00,'distractor04X',1.993752e+02,'distractor04Y',1.992098e+02,'distractor05X',1.999330e+02,'distractor05Y',1.997621e+02,'distractor06X',2.001327e+02,'distractor06Y',2.000519e+02,'distractor07X',2.004349e+02,'distractor07Y',1.990807e+02,'distractorPerTrial',003,'targetLocation',004	1	5	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\014, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)	pic(.\stim\067, 0, 0)
66	'targetImageID',011,'distractorImageID',070,'targetImageFile','.\stim\011','distractorImageFile','.\stim\070','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.045763e+01,'targetY',1.272209e+01,'distractor01X',6.110427e+00,'distractor01Y',5.144835e+00,'distractor02X',5.573153e+00,'distractor02Y',-4.516299e+00,'distractor03X',1.108072e+01,'distractor03Y',-1.159167e+01,'distractor04X',1.994807e+02,'distractor04Y',1.994657e+02,'distractor05X',2.006091e+02,'distractor05Y',1.996790e+02,'distractor06X',2.009913e+02,'distractor06Y',1.999452e+02,'distractor07X',2.001463e+02,'distractor07Y',1.995416e+02,'distractorPerTrial',003,'targetLocation',001	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\011, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)
67	'targetImageID',030,'distractorImageID',051,'targetImageFile','.\stim\030','distractorImageFile','.\stim\051','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.504765e+00,'targetY',4.143824e+00,'distractor01X',5.917302e+00,'distractor01Y',-4.052974e+00,'distractor02X',1.199781e+01,'distractor02Y',-1.161784e+01,'distractor03X',1.141848e+01,'distractor03Y',1.118331e+01,'distractor04X',2.002243e+02,'distractor04Y',1.990325e+02,'distractor05X',2.007180e+02,'distractor05Y',2.001672e+02,'distractor06X',1.997123e+02,'distractor06Y',1.994333e+02,'distractor07X',2.005214e+02,'distractor07Y',1.991284e+02,'distractorPerTrial',003,'targetLocation',002	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\030, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)	pic(.\stim\051, 0, 0)
68	'targetImageID',034,'distractorImageID',047,'targetImageFile','.\stim\034','distractorImageFile','.\stim\047','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',6.135248e+00,'targetY',-5.598307e+00,'distractor01X',1.030518e+01,'distractor01Y',-1.290804e+01,'distractor02X',1.155806e+01,'distractor02Y',1.216948e+01,'distractor03X',6.449995e+00,'distractor03Y',3.923740e+00,'distractor04X',1.995731e+02,'distractor04Y',1.992029e+02,'distractor05X',2.008212e+02,'distractor05Y',2.007018e+02,'distractor06X',2.008985e+02,'distractor06Y',2.007271e+02,'distractor07X',2.006854e+02,'distractor07Y',2.006798e+02,'distractorPerTrial',003,'targetLocation',003	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\034, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)	pic(.\stim\047, 0, 0)
69	'targetImageID',020,'distractorImageID',061,'targetImageFile','.\stim\020','distractorImageFile','.\stim\061','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.149685e+01,'targetY',-1.243906e+01,'distractor01X',1.024481e+01,'distractor01Y',1.233393e+01,'distractor02X',5.578978e+00,'distractor02Y',4.268264e+00,'distractor03X',5.182101e+00,'distractor03Y',-4.316317e+00,'distractor04X',2.001728e+02,'distractor04Y',2.003075e+02,'distractor05X',2.009426e+02,'distractor05Y',1.996975e+02,'distractor06X',1.999978e+02,'distractor06Y',2.002338e+02,'distractor07X',1.991010e+02,'distractor07Y',2.007112e+02,'distractorPerTrial',003,'targetLocation',004	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\020, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)	pic(.\stim\061, 0, 0)
70	'targetImageID',011,'distractorImageID',070,'targetImageFile','.\stim\011','distractorImageFile','.\stim\070','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.120851e+01,'targetY',1.185233e+01,'distractor01X',5.905310e+00,'distractor01Y',5.434900e+00,'distractor02X',5.540478e+00,'distractor02Y',-5.094861e+00,'distractor03X',1.182880e+01,'distractor03Y',-1.153072e+01,'distractor04X',1.997057e+02,'distractor04Y',2.008078e+02,'distractor05X',1.999112e+02,'distractor05Y',1.990749e+02,'distractor06X',2.006696e+02,'distractor06Y',2.002900e+02,'distractor07X',2.000532e+02,'distractor07Y',2.000566e+02,'distractorPerTrial',003,'targetLocation',001	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\011, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)	pic(.\stim\070, 0, 0)
71	'targetImageID',025,'distractorImageID',056,'targetImageFile','.\stim\025','distractorImageFile','.\stim\056','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.362282e+00,'targetY',3.887963e+00,'distractor01X',5.957260e+00,'distractor01Y',-3.834532e+00,'distractor02X',1.121009e+01,'distractor02Y',-1.290488e+01,'distractor03X',1.217634e+01,'distractor03Y',1.128225e+01,'distractor04X',2.009998e+02,'distractor04Y',1.992602e+02,'distractor05X',1.993014e+02,'distractor05Y',1.999497e+02,'distractor06X',2.007723e+02,'distractor06Y',2.003314e+02,'distractor07X',2.004246e+02,'distractor07Y',2.000829e+02,'distractorPerTrial',003,'targetLocation',002	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\025, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)	pic(.\stim\056, 0, 0)
72	'targetImageID',080,'distractorImageID',001,'targetImageFile','.\stim\080','distractorImageFile','.\stim\001','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.974510e+00,'targetY',-3.653821e+00,'distractor01X',1.177575e+01,'distractor01Y',-1.156133e+01,'distractor02X',1.080317e+01,'distractor02Y',1.193292e+01,'distractor03X',6.198939e+00,'distractor03Y',4.384647e+00,'distractor04X',1.999028e+02,'distractor04Y',1.994226e+02,'distractor05X',1.990279e+02,'distractor05Y',1.998876e+02,'distractor06X',1.991928e+02,'distractor06Y',1.995907e+02,'distractor07X',2.008593e+02,'distractor07Y',1.990809e+02,'distractorPerTrial',003,'targetLocation',003	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\080, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)	pic(.\stim\001, 0, 0)
73	'targetImageID',031,'distractorImageID',050,'targetImageFile','.\stim\031','distractorImageFile','.\stim\050','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.090944e+01,'targetY',-1.150767e+01,'distractor01X',1.050542e+01,'distractor01Y',1.270734e+01,'distractor02X',5.720675e+00,'distractor02Y',5.408240e+00,'distractor03X',5.012797e+00,'distractor03Y',-4.998804e+00,'distractor04X',1.992625e+02,'distractor04Y',2.001497e+02,'distractor05X',2.009891e+02,'distractor05Y',1.992953e+02,'distractor06X',1.993797e+02,'distractor06Y',2.001722e+02,'distractor07X',2.001788e+02,'distractor07Y',1.994961e+02,'distractorPerTrial',003,'targetLocation',004	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\031, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)	pic(.\stim\050, 0, 0)
74	'targetImageID',075,'distractorImageID',006,'targetImageFile','.\stim\075','distractorImageFile','.\stim\006','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.193840e+01,'targetY',1.272175e+01,'distractor01X',6.161539e+00,'distractor01Y',4.791348e+00,'distractor02X',5.404816e+00,'distractor02Y',-5.266229e+00,'distractor03X',1.137706e+01,'distractor03Y',-1.183214e+01,'distractor04X',1.997587e+02,'distractor04Y',1.995675e+02,'distractor05X',2.004287e+02,'distractor05Y',1.996873e+02,'distractor06X',1.998602e+02,'distractor06Y',2.004683e+02,'distractor07X',1.996882e+02,'distractor07Y',1.990758e+02,'distractorPerTrial',003,'targetLocation',001	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\075, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)	pic(.\stim\006, 0, 0)
75	'targetImageID',053,'distractorImageID',028,'targetImageFile','.\stim\053','distractorImageFile','.\stim\028','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',4.843164e+00,'targetY',5.034289e+00,'distractor01X',6.424317e+00,'distractor01Y',-4.122386e+00,'distractor02X',1.108496e+01,'distractor02Y',-1.223387e+01,'distractor03X',1.044612e+01,'distractor03Y',1.225049e+01,'distractor04X',2.002356e+02,'distractor04Y',2.005113e+02,'distractor05X',2.005514e+02,'distractor05Y',2.006842e+02,'distractor06X',2.000997e+02,'distractor06Y',1.995516e+02,'distractor07X',2.005871e+02,'distractor07Y',2.008166e+02,'distractorPerTrial',003,'targetLocation',002	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\053, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)	pic(.\stim\028, 0, 0)
76	'targetImageID',074,'distractorImageID',007,'targetImageFile','.\stim\074','distractorImageFile','.\stim\007','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',5.157572e+00,'targetY',-5.608089e+00,'distractor01X',1.101029e+01,'distractor01Y',-1.208560e+01,'distractor02X',1.217771e+01,'distractor02Y',1.173460e+01,'distractor03X',5.802980e+00,'distractor03Y',5.186587e+00,'distractor04X',1.992971e+02,'distractor04Y',1.991729e+02,'distractor05X',1.990752e+02,'distractor05Y',2.004892e+02,'distractor06X',2.004463e+02,'distractor06Y',1.995870e+02,'distractor07X',1.993899e+02,'distractor07Y',1.994189e+02,'distractorPerTrial',003,'targetLocation',003	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\074, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)	pic(.\stim\007, 0, 0)
77	'targetImageID',068,'distractorImageID',013,'targetImageFile','.\stim\068','distractorImageFile','.\stim\013','expectedResponse',002,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'respRadius',3.500000e+00,'holdX',020,'holdY',000,'targetX',1.056827e+01,'targetY',-1.161474e+01,'distractor01X',1.129838e+01,'distractor01Y',1.169536e+01,'distractor02X',4.757940e+00,'distractor02Y',4.052367e+00,'distractor03X',5.734106e+00,'distractor03Y',-4.258762e+00,'distractor04X',2.005262e+02,'distractor04Y',1.996849e+02,'distractor05X',2.006339e+02,'distractor05Y',1.998482e+02,'distractor06X',2.009765e+02,'distractor06Y',2.006685e+02,'distractor07X',1.995839e+02,'distractor07Y',1.996650e+02,'distractorPerTrial',003,'targetLocation',004	1	6	vsoTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0.33 0], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0,  0)	crc(0.1, [0 0 0], 1, 0,  0)	crc(0.5, [0.5 0.5 0.5], 1, 0,  0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0.33 0], 1, 20, 10)	crc(4, [0.33 0.33 0], 1, 20, -10)	pic(.\stim\068, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)	pic(.\stim\013, 0, 0)
