Condition	Info	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11	TaskObject#12	TaskObject#13	TaskObject#14	TaskObject#15	TaskObject#16	TaskObject#17
21	'targetImageID',043,'distractorImageID',057,'targetImageFile','.\stim\043','distractorImageFile','.\stim\057','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',-05,'distractor01Y',005,'distractor02X',005,'distractor02Y',000,'distractor03X',-05,'distractor03Y',-05,'distractor04X',005,'distractor04Y',-05,'distractor05X',005,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',000,'distractor07Y',005,'distractorPerTrial',007	1	3	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\043, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)	pic(.\stim\057, 0, 0)
22	'targetImageID',081,'distractorImageID',019,'targetImageFile','.\stim\081','distractorImageFile','.\stim\019','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',-05,'distractor02X',000,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',000,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',005,'distractor06X',005,'distractor06Y',005,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	3	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\081, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)	pic(.\stim\019, 0, 0)
23	'targetImageID',004,'distractorImageID',096,'targetImageFile','.\stim\004','distractorImageFile','.\stim\096','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',005,'distractor01Y',005,'distractor02X',-05,'distractor02Y',000,'distractor03X',-05,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',000,'distractor05Y',-05,'distractor06X',005,'distractor06Y',-05,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	3	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\004, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)	pic(.\stim\096, 0, 0)
24	'targetImageID',070,'distractorImageID',030,'targetImageFile','.\stim\070','distractorImageFile','.\stim\030','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',000,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',005,'distractor04X',-05,'distractor04Y',-05,'distractor05X',005,'distractor05Y',000,'distractor06X',-05,'distractor06Y',000,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	3	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\070, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)	pic(.\stim\030, 0, 0)
25	'targetImageID',082,'distractorImageID',018,'targetImageFile','.\stim\082','distractorImageFile','.\stim\018','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',000,'distractor01Y',-05,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',000,'distractor05X',005,'distractor05Y',-05,'distractor06X',000,'distractor06Y',005,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	3	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\082, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)	pic(.\stim\018, 0, 0)
26	'targetImageID',008,'distractorImageID',008,'targetImageFile','.\stim\008','distractorImageFile','.\stim\008','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',000,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',000,'distractor03Y',005,'distractor04X',-05,'distractor04Y',005,'distractor05X',-05,'distractor05Y',-05,'distractor06X',005,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)	pic(.\stim\008, 0, 0)
27	'targetImageID',002,'distractorImageID',002,'targetImageFile','.\stim\002','distractorImageFile','.\stim\002','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',-05,'distractor01Y',-05,'distractor02X',005,'distractor02Y',000,'distractor03X',000,'distractor03Y',005,'distractor04X',-05,'distractor04Y',000,'distractor05X',-05,'distractor05Y',005,'distractor06X',005,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)	pic(.\stim\002, 0, 0)
28	'targetImageID',075,'distractorImageID',075,'targetImageFile','.\stim\075','distractorImageFile','.\stim\075','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',005,'distractor01Y',-05,'distractor02X',005,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',005,'distractor05X',-05,'distractor05Y',-05,'distractor06X',-05,'distractor06Y',000,'distractor07X',000,'distractor07Y',-05,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)	pic(.\stim\075, 0, 0)
29	'targetImageID',097,'distractorImageID',097,'targetImageFile','.\stim\097','distractorImageFile','.\stim\097','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',005,'distractor01X',000,'distractor01Y',005,'distractor02X',005,'distractor02Y',-05,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',000,'distractor05X',-05,'distractor05Y',-05,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)	pic(.\stim\097, 0, 0)
30	'targetImageID',093,'distractorImageID',093,'targetImageFile','.\stim\093','distractorImageFile','.\stim\093','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',000,'distractor01Y',-05,'distractor02X',000,'distractor02Y',005,'distractor03X',-05,'distractor03Y',-05,'distractor04X',005,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',000,'distractor06X',005,'distractor06Y',000,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)	pic(.\stim\093, 0, 0)
31	'targetImageID',034,'distractorImageID',034,'targetImageFile','.\stim\034','distractorImageFile','.\stim\034','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',005,'targetY',005,'distractor01X',005,'distractor01Y',000,'distractor02X',005,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',-05,'distractor04X',000,'distractor04Y',-05,'distractor05X',000,'distractor05Y',005,'distractor06X',-05,'distractor06Y',005,'distractor07X',-05,'distractor07Y',000,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)	pic(.\stim\034, 0, 0)
32	'targetImageID',064,'distractorImageID',036,'targetImageFile','.\stim\064','distractorImageFile','.\stim\036','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',-05,'distractor01X',-05,'distractor01Y',000,'distractor02X',-05,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',000,'distractor04Y',-05,'distractor05X',005,'distractor05Y',-05,'distractor06X',000,'distractor06Y',005,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\064, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)	pic(.\stim\036, 0, 0)
33	'targetImageID',056,'distractorImageID',044,'targetImageFile','.\stim\056','distractorImageFile','.\stim\044','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',-05,'distractor01X',-05,'distractor01Y',000,'distractor02X',005,'distractor02Y',-05,'distractor03X',000,'distractor03Y',005,'distractor04X',000,'distractor04Y',-05,'distractor05X',005,'distractor05Y',005,'distractor06X',005,'distractor06Y',000,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\056, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)	pic(.\stim\044, 0, 0)
34	'targetImageID',059,'distractorImageID',041,'targetImageFile','.\stim\059','distractorImageFile','.\stim\041','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',005,'distractor02X',-05,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',005,'distractor04X',005,'distractor04Y',000,'distractor05X',000,'distractor05Y',005,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\059, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)	pic(.\stim\041, 0, 0)
35	'targetImageID',067,'distractorImageID',033,'targetImageFile','.\stim\067','distractorImageFile','.\stim\033','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',005,'distractor01X',005,'distractor01Y',000,'distractor02X',000,'distractor02Y',-05,'distractor03X',-05,'distractor03Y',005,'distractor04X',-05,'distractor04Y',-05,'distractor05X',005,'distractor05Y',005,'distractor06X',-05,'distractor06Y',000,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\067, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)	pic(.\stim\033, 0, 0)
36	'targetImageID',086,'distractorImageID',014,'targetImageFile','.\stim\086','distractorImageFile','.\stim\014','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',005,'distractor01X',005,'distractor01Y',-05,'distractor02X',000,'distractor02Y',005,'distractor03X',005,'distractor03Y',000,'distractor04X',-05,'distractor04Y',-05,'distractor05X',-05,'distractor05Y',000,'distractor06X',000,'distractor06Y',-05,'distractor07X',005,'distractor07Y',005,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\086, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)	pic(.\stim\014, 0, 0)
37	'targetImageID',034,'distractorImageID',066,'targetImageFile','.\stim\034','distractorImageFile','.\stim\066','expectedResponse',002,'trialFlag',002,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',005,'distractor01Y',-05,'distractor02X',005,'distractor02Y',005,'distractor03X',000,'distractor03Y',005,'distractor04X',-05,'distractor04Y',005,'distractor05X',005,'distractor05Y',000,'distractor06X',-05,'distractor06Y',000,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	4	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\034, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)	pic(.\stim\066, 0, 0)
38	'targetImageID',038,'distractorImageID',038,'targetImageFile','.\stim\038','distractorImageFile','.\stim\038','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',000,'distractor01Y',-05,'distractor02X',005,'distractor02Y',005,'distractor03X',005,'distractor03Y',-05,'distractor04X',000,'distractor04Y',005,'distractor05X',-05,'distractor05Y',-05,'distractor06X',005,'distractor06Y',000,'distractor07X',-05,'distractor07Y',005,'distractorPerTrial',007	1	5	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)	pic(.\stim\038, 0, 0)
39	'targetImageID',031,'distractorImageID',031,'targetImageFile','.\stim\031','distractorImageFile','.\stim\031','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',000,'targetY',-05,'distractor01X',000,'distractor01Y',005,'distractor02X',-05,'distractor02Y',000,'distractor03X',-05,'distractor03Y',005,'distractor04X',005,'distractor04Y',005,'distractor05X',005,'distractor05Y',-05,'distractor06X',005,'distractor06Y',000,'distractor07X',-05,'distractor07Y',-05,'distractorPerTrial',007	1	5	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)	pic(.\stim\031, 0, 0)
40	'targetImageID',064,'distractorImageID',064,'targetImageFile','.\stim\064','distractorImageFile','.\stim\064','expectedResponse',001,'trialFlag',001,'holdInitPeriod',10000,'fixInitPeriod',500,'searchPeriod',5000,'respPeriod',5000,'stimFixCueColorFlag',000,'stimFixCueAboveStimFlag',000,'targetX',-05,'targetY',000,'distractor01X',005,'distractor01Y',000,'distractor02X',-05,'distractor02Y',-05,'distractor03X',005,'distractor03Y',005,'distractor04X',000,'distractor04Y',-05,'distractor05X',000,'distractor05Y',005,'distractor06X',-05,'distractor06Y',005,'distractor07X',005,'distractor07Y',-05,'distractorPerTrial',007	1	5	searchTiming	sqr([3.0 2.5], [1 1 1], 1, 0, 19)	crc(4, [0.33 0 0.33], 1, 20, 0)	crc(0.1, [1 1 0], 1, 0, 0)	crc(0.1, [0 0 0], 1, 0, 0)	crc(0.5, [0.5 0.5 0.5], 1, 0, 0)	snd(.\aud\correct)	snd(.\aud\incorrect)	crc(4, [0.33 0 0.33], 1, 20, 10)	crc(4, [0.33 0 0.33], 1, 20, -10)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)	pic(.\stim\064, 0, 0)
